city_id,city_name,state,country,lat,lon,temperature,humidity,cloudiness,wind_speed,weather_condition,weather_condition_desc
5655069,Grantsdale,MT,US,46.203529,-114.141762,56.07,66.0,90.0,8.05,Clouds,overcast clouds
6435361,Carquebut,,FR,49.366669,-1.3333300000000001,64.53,67.0,40.0,11.41,Clouds,scattered clouds
4565047,Garona,,PR,18.010799,-65.926003,86.32,78.0,8.0,11.99,Clear,clear sky
5028163,Golden Valley,MN,US,45.009689,-93.349121,75.76,61.0,20.0,8.05,Clouds,few clouds
3231220,Lanrédec,,FR,48.400002,-4.4833300000000005,60.8,82.0,72.0,10.29,Clouds,broken clouds
5119218,Great Neck,NY,US,40.800659,-73.728462,74.79,73.0,75.0,11.41,Clouds,broken clouds
2270276,Canha,,PT,38.767059,-8.62713,72.81,47.0,20.0,11.41,Clouds,few clouds
3119753,La Estación,,ES,42.633331,-6.2,65.8,32.0,31.0,9.17,Clouds,scattered clouds
3315404,Templeogue,,IE,53.29528,-6.30889,59.68,93.0,75.0,6.93,Rain,light rain
5312634,Saint Michaels,AZ,US,35.644741,-109.09565,73.08,18.0,1.0,6.93,Clear,clear sky
2977503,Saint-Pierre-de-Mons,,FR,44.55093,-0.22034,68.99,65.0,5.0,9.71,Clear,clear sky
2652034,Crediton,,GB,50.783329,-3.65,58.68,93.0,75.0,6.93,Rain,moderate rain
4072707,Limestone County,AL,US,34.800091,-86.983337,79.56,57.0,40.0,4.14,Clouds,scattered clouds
4561620,Susquehanna Trails,PA,US,39.75872,-76.368019,70.29,81.0,91.0,3.0,Rain,light rain
3681491,Guapotá,,CO,6.30798,-73.320198,80.08,51.0,3.0,3.69,Rain,light rain
5641473,Boulder,MT,US,46.236591,-112.120827,48.99,99.0,100.0,1.01,Rain,light rain
2739841,Estação do Mogadouro,,PT,41.335281,-6.6504,75.99,34.0,3.0,5.99,Clear,clear sky
2571059,Tizgane,,MA,35.412109,-5.06836,82.4,45.0,20.0,13.87,Clouds,few clouds
4158604,Highland City,FL,US,27.9653,-81.877861,87.98,58.0,40.0,4.7,Clouds,scattered clouds
3109966,Santa Comba,,ES,43.033058,-8.80925,63.66,57.0,69.0,13.0,Clouds,broken clouds
2266777,Malveira,,PT,38.932129,-9.25778,68.68,56.0,20.0,18.34,Clouds,few clouds
3985846,San Juan de Sabinas,,MX,27.91667,-101.300003,89.29,49.0,2.0,7.11,Clear,clear sky
2740013,Enxames,,PT,40.159481,-7.3920200000000005,77.77,39.0,4.0,9.98,Clear,clear sky
6361226,Valtajeros,,ES,41.939251,-2.23296,62.01,69.0,80.0,13.0,Rain,light rain
6357808,Adobes,,ES,40.672459,-1.66744,70.95,36.0,68.0,6.44,Clouds,broken clouds
3682393,Florida,,CO,3.3223000000000003,-76.234802,82.4,69.0,40.0,3.36,Haze,haze
3023557,Coron,,FR,47.127258,-0.64512,68.0,62.0,71.0,15.19,Clouds,broken clouds
2412778,Kuntaur,,GM,13.66667,-14.88333,106.0,20.0,4.0,5.08,Clear,clear sky
5335256,Cedar Ridge,CA,US,38.065762,-120.276863,76.35,29.0,1.0,4.7,Clear,clear sky
2653656,Carryduff,,GB,54.51799,-5.88713,66.97,64.0,99.0,6.93,Clouds,overcast clouds
5409906,Wilson Place,CA,US,39.67321,-122.402771,86.0,22.0,13.0,1.01,Clouds,few clouds
5414872,Breckenridge,CO,US,39.481651,-106.038353,55.94,37.0,75.0,11.56,Clouds,broken clouds
3705743,Llano de Piedra,,PA,7.66667,-80.566673,85.39,68.0,49.0,4.54,Rain,moderate rain
5942547,Drayton Valley,,CA,53.21682,-114.985443,51.01,63.0,83.0,1.99,Clouds,broken clouds
4572352,Brookdale,SC,US,33.506821,-80.823418,76.73,61.0,75.0,6.93,Clouds,broken clouds
6435671,Surtainville,,FR,49.455002,-1.8091,63.21,67.0,40.0,11.41,Clouds,scattered clouds
2655858,Berkhamsted,,GB,51.760399,-0.56528,63.46,72.0,75.0,9.17,Clouds,broken clouds
4810884,Keyser,WV,US,39.440929,-78.973923,68.14,78.0,90.0,6.93,Rain,light rain
3110103,San Quirce de Ríopisuerga,,ES,42.629509,-4.30137,69.48,40.0,40.0,5.82,Clouds,scattered clouds
4816186,Mullens,WV,US,37.583172,-81.380379,65.82,78.0,37.0,3.06,Drizzle,light intensity drizzle
6146505,Ship Cove,,CA,47.099911,-54.081451,66.99,64.0,98.0,10.0,Clouds,overcast clouds
6453801,Pabu,,FR,48.583328,-3.13333,60.93,82.0,67.0,8.05,Rain,light rain
3684689,El Carmen de Chucurí,,CO,6.69736,-73.511162,80.6,57.0,75.0,3.36,Clouds,broken clouds
5194450,Hudson,PA,US,41.274799,-75.836029,77.79,57.0,75.0,6.93,Clouds,broken clouds
4175011,Tequesta,FL,US,26.968109,-80.128647,80.46,83.0,40.0,5.82,Rain,moderate rain
2650332,East Stour,,GB,51.00761,-2.28501,58.1,98.0,100.0,4.63,Rain,light rain
6360930,Valdeprados,,ES,40.82494,-4.27505,75.99,35.0,84.0,5.84,Clouds,broken clouds
3493031,Provincia de San Pedro de Macorís,,DO,18.5,-69.333328,88.79,66.0,40.0,18.34,Clouds,scattered clouds
6357426,Castillo de Garcimuñoz,,ES,39.679249,-2.35973,81.68,23.0,0.0,5.99,Clear,clear sky
3110099,San Rafael,,ES,40.713112,-4.19051,78.93,35.0,85.0,5.57,Clouds,overcast clouds
3671346,Puerto Yuca,,CO,2.93833,-73.208328,88.63,60.0,37.0,2.08,Rain,light rain
3113840,Peque,,ES,42.072971,-6.27489,60.01,51.0,68.0,8.01,Clouds,broken clouds
3181835,Borghetto Lodigiano,,IT,45.214771,9.49926,75.69,54.0,70.0,1.99,Rain,light rain
864573,Obshtina Chavdar,,BG,42.616669,24.08333,66.99,71.0,70.0,2.82,Rain,light rain
3155536,Gladstad,,NO,65.677322,11.96137,56.41,76.0,20.0,13.87,Clouds,few clouds
2865467,Neuermark-Lübars,,DE,52.650002,12.03333,75.22,70.0,99.0,8.01,Rain,light rain
2983900,Restinclières,,FR,43.722519,4.03476,75.22,64.0,41.0,19.46,Clouds,scattered clouds
3177120,Feltre,,IT,46.02351,11.907,65.53,92.0,42.0,2.44,Rain,light rain
1254967,Tānkri,,IN,28.083332,76.48333,100.58,11.0,63.0,3.98,Clouds,broken clouds
539868,Kudnavolok,,RU,62.633331,34.900002,62.38,86.0,86.0,5.01,Rain,moderate rain
2949902,Berßel,,DE,51.950001,10.76667,61.02,89.0,100.0,1.99,Clouds,overcast clouds
2923503,Fußgönheim,,DE,49.461109,8.29222,73.78,44.0,68.0,5.82,Clouds,broken clouds
2027748,Amurskaya Oblast’,,RU,54.0,128.0,47.77,82.0,36.0,4.16,Clouds,scattered clouds
766191,Lipinki,,PL,49.672958,21.292879,67.71,99.0,79.0,0.45,Rain,light rain
564307,Dudenëvo,,RU,56.599998,38.48333,69.55,92.0,89.0,6.02,Clouds,overcast clouds
759022,Skrzydlna,,PL,49.753429,20.18618,69.69,60.0,91.0,3.22,Rain,light rain
755848,Wieniawa,,PL,51.36171,20.794889,78.37,63.0,74.0,4.32,Rain,light rain
2843516,Rück,,DE,49.83139,9.20694,67.39,53.0,59.0,6.2,Clouds,broken clouds
1811276,Fengming,,CN,34.441391,107.617783,71.55,53.0,0.0,1.39,Clear,clear sky
2025197,Dada,,RU,49.167801,136.472595,47.89,89.0,57.0,12.77,Clouds,broken clouds
1275016,Byādgi,,IN,14.68333,75.48333,76.53,75.0,94.0,16.17,Clouds,overcast clouds
1181065,Chitral,,PK,35.84623,71.785797,73.56,29.0,18.0,1.39,Clouds,few clouds
6553010,Langeoog,,DE,53.7458,7.48217,63.77,88.0,75.0,9.17,Clouds,broken clouds
1808110,Hongjiaguan,,CN,29.477079,110.166771,69.96,89.0,97.0,1.83,Clouds,overcast clouds
1283213,Khāngsar,,NP,28.683332,83.98333,45.97,79.0,97.0,2.3,Rain,moderate rain
7530915,Powiat rypiński,,PL,53.066132,19.40975,72.0,58.0,62.0,1.01,Rain,light rain
2907386,Heimerzheim,,DE,50.716671,6.91667,72.07,43.0,75.0,4.7,Clouds,broken clouds
7472710,Shunfeng,,CN,26.189039,115.029266,79.79,76.0,100.0,3.83,Clouds,overcast clouds
1817389,Baishigou,,CN,33.375172,106.193771,68.16,63.0,21.0,2.66,Clouds,few clouds
760806,Radecznica,,PL,50.751549,22.82976,72.3,83.0,20.0,2.24,Clouds,few clouds
2977333,Saint-Privat,,FR,44.63002,4.4165600000000005,75.99,41.0,73.0,3.69,Rain,light rain
2903125,Hochkirch,,DE,51.150002,14.58333,61.65,97.0,65.0,14.52,Clouds,broken clouds
6556222,Hattenhofen,,DE,48.216702,11.1167,70.66,46.0,40.0,5.82,Clouds,scattered clouds
3074893,Hranice,,CZ,49.547958,17.73469,69.39,73.0,75.0,11.41,Thunderstorm,thunderstorm
1490617,Surikova,,RU,56.985279,91.398613,59.54,96.0,100.0,7.18,Clouds,overcast clouds
352736,Marsa Alam,,EG,25.075729,34.891811,84.33,53.0,11.0,11.48,Clouds,few clouds
7286894,Richterswil,,CH,47.200771,8.68668,58.78,84.0,67.0,7.0,Rain,moderate rain
3019604,Essigny-le-Grand,,FR,49.778648,3.27774,68.0,60.0,81.0,6.93,Rain,light rain
2792857,Leopoldsburg,,BE,51.116669,5.25,68.43,64.0,43.0,11.41,Rain,light rain
1254732,Teonthar,,IN,24.98333,81.650002,85.62,72.0,97.0,7.54,Rain,light rain
7925472,Jinlong,,CN,24.75053,114.533043,74.77,87.0,100.0,2.64,Clouds,overcast clouds
2657928,Zermatt,,CH,46.021259,7.74912,51.33,63.0,96.0,14.0,Rain,light rain
3176994,Filighera,,IT,45.177059,9.31596,75.63,56.0,75.0,1.01,Rain,light rain
6556546,Gotteszell,,DE,48.966702,12.9667,63.66,71.0,97.0,4.0,Clouds,overcast clouds
2948038,Blankensee,,DE,53.416672,13.26667,64.69,77.0,51.0,7.67,Clouds,broken clouds
7018912,Yantarne,,UA,45.433819,34.222069,73.44,67.0,78.0,3.06,Clouds,broken clouds
1714416,Talagutong,,PH,6.2644400000000005,125.667778,79.92,78.0,100.0,4.16,Clouds,overcast clouds
2877753,Liesten,,DE,52.799999,11.3,75.43,70.0,100.0,8.01,Rain,light rain
7679862,Qingliangfeng,,CN,30.139339,119.028313,67.21,94.0,100.0,2.98,Rain,light rain
2018162,Pakhar’,,RU,54.046391,102.056938,55.71,57.0,14.0,6.91,Clouds,few clouds
2987314,Pierre-Bénite,,FR,45.700901,4.8251100000000005,70.79,43.0,55.0,5.82,Thunderstorm,thunderstorm
3196243,Lokvine,,BA,44.20472,17.85639,69.8,77.0,20.0,8.05,Clouds,few clouds
